dataMatrix	HU_neg_011_b2	HU_neg_014_b2	HU_neg_015_b2	HU_neg_017	HU_neg_018	HU_neg_019_b2	HU_neg_020	HU_neg_021	HU_neg_022_b2	HU_neg_023_b2	HU_neg_024_b2	HU_neg_025_b2	HU_neg_026_b2	HU_neg_027	HU_neg_028	HU_neg_029_b2	HU_neg_030_b2	HU_neg_031_b2	HU_neg_032	HU_neg_033_b2	HU_neg_034	HU_neg_035_b2	HU_neg_036_b2	HU_neg_037	HU_neg_039_b2	HU_neg_040_b2	HU_neg_041	HU_neg_042_b2	HU_neg_043	HU_neg_044	HU_neg_045_b2	HU_neg_046_b2	HU_neg_047	HU_neg_048	HU_neg_049	HU_neg_050	HU_neg_051	HU_neg_052	HU_neg_053_b2	HU_neg_054_b2	HU_neg_055	HU_neg_056_b2	HU_neg_057_b2	HU_neg_058_b2	HU_neg_060	HU_neg_061	HU_neg_062_b2	HU_neg_063_b2	HU_neg_064	HU_neg_065	HU_neg_066	HU_neg_067_b2	HU_neg_068	HU_neg_069_b2	HU_neg_070_b2	HU_neg_072	HU_neg_073_b2	HU_neg_074_b2	HU_neg_075_b2	HU_neg_076_b2	HU_neg_077	HU_neg_078	HU_neg_079	HU_neg_080_b2	HU_neg_081_b2	HU_neg_082_b2	HU_neg_083	HU_neg_084_b2	HU_neg_085_b2	HU_neg_086	HU_neg_087_b2	HU_neg_088	HU_neg_089	HU_neg_090	HU_neg_091	HU_neg_092_b2	HU_neg_093	HU_neg_094	HU_neg_095_b2	HU_neg_096_b2	HU_neg_097_b2	HU_neg_098_b2	HU_neg_099	HU_neg_100	HU_neg_101	HU_neg_102_b2	HU_neg_103_b2	HU_neg_105	HU_neg_106_b2	HU_neg_107	HU_neg_108	HU_neg_109	HU_neg_110	HU_neg_112_b2	HU_neg_113_b2	HU_neg_114_b2	HU_neg_115_b2	HU_neg_116	HU_neg_117_b2	HU_neg_118	HU_neg_119_b2	HU_neg_120_b2	HU_neg_121_b2	HU_neg_122_b2	HU_neg_123	HU_neg_124_b2	HU_neg_125	HU_neg_126	HU_neg_127	HU_neg_129_b2	HU_neg_130	HU_neg_131	HU_neg_132	HU_neg_133	HU_neg_134	HU_neg_135_b2	HU_neg_136_b2	HU_neg_137_b2	HU_neg_138	HU_neg_139_b2	HU_neg_140_b2	HU_neg_142_b2	HU_neg_143_b2	HU_neg_144	HU_neg_145_b2	HU_neg_147_b2	HU_neg_148	HU_neg_149	HU_neg_150	HU_neg_152	HU_neg_154	HU_neg_156	HU_neg_157	HU_neg_158	HU_neg_159_b2	HU_neg_160_b2	HU_neg_162_b2	HU_neg_163	HU_neg_164_b2	HU_neg_166_b2	HU_neg_167_b2	HU_neg_168_b2	HU_neg_169_b2	HU_neg_170	HU_neg_171	HU_neg_172	HU_neg_173	HU_neg_174	HU_neg_175	HU_neg_177_b2	HU_neg_179	HU_neg_180	HU_neg_181	HU_neg_182	HU_neg_183_b2	HU_neg_184	HU_neg_185	HU_neg_186	HU_neg_188_b2	HU_neg_189	HU_neg_190_b2	HU_neg_191_b2	HU_neg_192	HU_neg_193_b2	HU_neg_194_b2	HU_neg_195_b2	HU_neg_196	HU_neg_197_b2	HU_neg_198_b2	HU_neg_199_b2	HU_neg_200	HU_neg_201	HU_neg_202	HU_neg_203_b2	HU_neg_204	HU_neg_205_b2	HU_neg_206_b2	HU_neg_207	HU_neg_208	HU_neg_209
M195.0485T365	0.840880607	1.377774462	2.779578233	1.063413507	1.265013519	0	0.93923269	0	3.373303989	1.730281897	0.774895115	0	0	1.080549846	2.397077742	1.929041186	0	2.31184685	1.214906221	3.300838384	2.832427739	1.947060621	3.254594944	3.533365639	2.774134532	1.126756699	0	0.747574389	1.555886512	3.029941401	0	1.12466598	0	0	1.32041052	3.132916108	1.236063716	1.535712998	2.068757845	0.679821298	0	1.633175471	0.753228009	0.721784126	1.526754812	1.399167032	0.84736707	1.016060784	0	1.312802307	0	2.922229617	1.664972982	0	3.039372748	1.985620585	0.65849635	1.00121225	0	3.448259939	1.209528226	0.968872612	2.219380144	0	1.070165487	2.951178436	1.141390543	3.212911244	1.142345081	2.293381716	3.308414976	1.464975808	2.087463445	3.528425859	2.99421516	2.612588895	3.277075401	1.866899318	1.227022756	0.983897505	3.58564458	1.264228548	2.010281905	1.808721594	1.495497704	1.362658479	0.763194768	3.362992189	2.142844215	3.128167687	1.083486677	0	1.813174961	1.919140308	1.426812735	0	0	2.926300476	1.795387276	3.856796914	2.024027509	1.140477261	0	1.470312571	0	2.271620851	3.578584688	1.737543881	0	1.052032414	2.872740498	2.510956512	1.086285618	1.461946193	3.347127449	1.095144302	2.992821685	1.02434963	1.867252036	1.15216076	1.399677808	0.704637042	0.949973602	1.753656253	0	2.541981093	1.800474941	0.88932624	3.065169587	1.035305095	3.281239004	0	1.488501225	1.127408715	0.88461639	1.454207976	2.739742148	2.361653082	0	1.092337025	2.642394106	1.25694695	3.015164914	2.439496966	3.603290017	3.731471813	2.873444102	2.95667475	1.059392795	0.729051406	0	3.383782777	2.756206022	3.630572085	3.338764294	2.193424435	1.39929806	3.610372205	0	1.103634114	1.125924339	0.73098238	0.616112646	0.608940119	1.14651858	0	1.314536837	0.562354309	1.119242017	1.34654356	1.355819226	1.009083442	0.523368743	0	1.175059513	1.47788478	2.020127241	1.730892673	1.165356486	2.040422905
M195.0619T296	3.190278675	3.893501261	1.662620399	4.015926603	1.786278776	2.022659133	1.830741371	3.91431345	1.907307778	2.346722809	2.070361321	3.780328645	1.986476572	4.053225139	1.795049531	2.517498224	1.673016715	3.231039427	2.025782449	2.096816464	4.007227568	2.263806276	2.260323172	3.751911952	1.998907033	2.042510914	3.626944577	1.591992912	1.702088146	2.057196275	2.65666561	1.835873526	3.755608227	3.735356414	1.766044742	2.031923873	3.589850341	1.887581515	4.010576263	1.849782792	2.058959824	2.007256083	1.752630524	1.859227268	1.875260964	1.831451217	3.661571093	1.765079623	4.250755587	2.040643622	1.866535156	1.828843886	1.692314131	2.33481476	1.981272674	2.107095671	1.650236311	1.748801632	1.995693662	2.081266282	1.87200308	2.299501522	1.812391186	1.47986262	3.320645231	1.46403719	2.186575512	2.157390296	2.01881558	2.39731215	2.192621768	3.692133088	1.93051599	2.099112591	1.659338377	1.577379506	2.404896066	2.167504518	2.028325735	2.857048856	1.840579885	2.068286269	3.769112395	2.184690331	3.238627446	1.906453145	1.740819543	1.735475765	2.503153793	2.225400323	3.393661637	3.751078991	4.003531365	2.32551184	3.307327748	2.131730884	1.968386166	2.30967043	2.062278039	2.320303323	2.253290167	2.185973373	1.69441838	2.253372523	1.656579636	1.754618602	2.145493768	2.141661446	2.046778837	2.366139016	1.868464311	1.987112558	2.17843983	2.01684676	1.957030865	1.755498761	2.244853563	1.703042233	2.010882942	2.242166077	3.849237803	2.635767342	1.89836872	1.875100313	1.855583838	1.678688126	2.065017748	2.222614296	2.377314822	1.609376488	1.945797503	3.277229069	2.109330756	3.872032657	2.508263734	3.105480075	2.347616205	1.62883817	2.16281928	1.857912654	2.393212874	3.879683631	2.37877205	2.006347333	2.474293291	2.032188693	2.717925606	1.894761534	1.645400452	2.178764709	3.35331364	1.992685909	4.380799701	2.104352833	2.145356782	3.560739279	3.863343465	2.230654194	3.970864128	1.6430268	2.500741671	1.816794033	1.530649271	3.607322705	1.970304219	2.321626214	1.823775564	2.337758731	1.634484074	3.319630203	1.938734387	3.594477299	3.526121822	1.471083822	2.28921949	1.806036514	2.142901817	2.039918212	4.252657796	3.932664755
M195.077T306	1.332356112	2.419924733	2.674530342	1.393877244	2.677697332	2.111452628	2.107569492	1.591914451	2.8807364	1.49883586	1.334668675	1.346633257	1.52918327	1.876941559	2.174279969	1.664084969	1.824180039	1.816370251	2.547298187	2.368064134	1.896850252	1.602853844	2.89593169	2.175448683	2.663864742	1.837316131	2.514773876	1.807684664	2.172630649	2.834785902	1.665452291	2.008584384	2.313067219	2.325883001	2.743967415	2.567899722	2.614914248	2.589420649	2.179104145	1.514647997	2.452489194	1.991323033	2.034274458	1.687934273	2.435324558	2.347947181	1.996404722	1.489716168	2.256056841	2.702069601	2.164071803	1.581996566	2.292842443	1.481357265	2.525650717	2.319006586	1.631131158	2.011868994	1.490440574	2.613036012	2.475338506	2.815390895	2.257211762	1.526722999	1.943408126	2.376030036	2.78399351	2.909004648	1.42009816	3.284310128	2.740812577	2.112576221	2.634880509	2.81419154	2.561720838	2.366914434	2.7531178	2.770562153	1.650921632	1.155585514	2.728714213	2.244546781	1.823306983	2.572887741	1.468975265	1.655845625	1.880724795	2.689256249	2.018571369	2.726288835	2.015219917	2.051521683	2.120808915	2.047324981	1.650198425	1.848028283	1.769689045	2.20850292	1.897438819	2.775051281	2.0512746	1.663863189	1.196162167	2.034554893	2.224052326	2.24776492	2.495637662	1.543692761	2.545726199	2.256607106	2.552063016	2.600427888	2.771346436	2.561806359	2.687070094	1.455349186	2.272836795	1.519454465	2.548699499	1.543307769	2.617861143	1.445977977	1.733482858	2.459006163	1.600955759	2.441829454	2.140308922	1.482374748	2.896505364	1.864349094	2.89307588	2.05062136	2.699807489	2.414851365	2.118682212	1.990145635	2.771124032	2.124242502	2.114626418	1.14670015	3.154386629	1.979912902	2.857103966	2.137103764	2.960948108	2.824258508	3.213123393	2.274000847	2.228905405	1.812162841	1.56455739	2.699958058	2.747962685	2.817688384	3.092377719	2.151634642	1.950235623	2.99458347	1.772416229	2.040101588	1.478211587	1.293807634	2.267892925	1.237534805	2.460895821	1.426035122	2.329208061	1.305278853	2.483697353	1.457702151	1.922572925	2.233766815	1.665649635	1.45160889	2.819226405	2.223763178	2.415526367	2.581275684	2.58673555	2.482924601
M195.102T522	1.956606644	0	1.369285566	0	1.404512872	1.598047122	2.237235952	2.062583947	1.588004641	1.372637197	0	2.0212012	1.902806716	1.890687736	1.901123076	1.938789065	0	0.961917906	1.112723735	1.163408643	1.07311196	2.072520867	0	1.875160312	0.835595508	0	0	0.952263146	1.499451498	0	0	1.308395348	0	0.675584145	0	0	0	1.716914861	0	0.490009589	0.754574245	0	1.308158152	0	1.630623103	1.414863409	0.746499532	0.375476611	1.052900339	0	1.420679928	1.845872934	1.592124514	1.584352198	1.416521264	0	1.805820938	1.166893839	1.013351274	0	1.437297844	1.741428393	1.391197407	0	0	1.762801943	1.947243617	2.174958893	0.719242601	0	0	2.203002054	1.96771883	1.150491405	1.475692171	0	1.684253593	1.704445604	1.649767359	1.585432354	1.52947765	0	1.344898673	0	0	0	0.566158867	2.044974455	1.408466149	0	1.474175749	1.886717912	1.611831793	2.340004675	0.737637986	1.727948709	0.498039943	0.839620776	0.501945355	1.623983662	0.587854935	1.008124796	0	2.196384335	1.965314796	1.558539825	1.514156868	1.413297542	1.743051405	1.650645014	1.164348091	1.528531461	1.294259631	1.981285687	1.596208777	1.830832031	0.912366183	0.710122504	0.531263438	0	1.736064263	0.790089588	1.370001145	0	2.084932265	0.805832896	1.12381177	0.837870091	0.824562561	1.08593914	1.243261401	0	0	1.355531414	1.793066463	1.441734528	1.542456578	1.794039603	1.531220766	0	0	0	0	1.326637892	1.005951522	1.992370267	1.795424469	1.27102819	0.84611684	0.89336415	1.892030349	1.28681748	1.205168066	1.536989435	0.647855133	1.414632508	0	0.731202875	0	1.275069906	0	0	1.097431806	2.469778533	1.002149434	1.064082509	1.374713628	1.170924831	1.154501624	0	0.63435371	1.730510028	1.52385121	1.898527679	0	0.721775692	0	0.73350131	2.0114339	0
M195.9264T68	1.771347946	2.301704142	1.599759049	2.383333479	1.589253162	1.597935042	2.039009415	1.787823837	1.277394808	2.13392837	2.341223791	2.15358439	1.583457493	1.742223505	0	0	1.460083957	1.024674094	2.359357358	0	1.695787433	1.641323927	1.831665303	2.30236098	1.212710405	1.414229215	1.608234403	2.059311062	1.009154921	2.052387432	0	0.988046767	2.053925047	1.584273141	1.778252448	1.344633754	1.831293714	1.653120486	1.427854006	1.880903437	0.998562095	1.757444782	1.813400182	1.431620787	0	1.782283121	1.536022793	0.830544225	2.466032228	1.030626899	1.474769915	1.880550579	1.506812668	0.613677873	1.620731568	1.478007807	1.215771963	1.081497229	2.016946285	1.366149766	1.051652033	0	2.21102832	2.023747737	1.536644499	1.995944783	1.495203182	1.870021555	1.286407207	1.345964418	1.716529479	1.271357687	1.719310692	1.678732695	1.234111764	1.204580776	2.155587052	1.783343225	1.262371953	1.33059966	1.293295465	1.619276581	1.762330476	1.172635201	2.440098787	0.936077501	1.278866142	1.531807605	2.25603122	1.690695765	2.752806741	2.104881584	1.783460247	1.359103105	0	1.618019119	1.326632372	2.263363344	2.06601537	2.405991908	1.32181938	1.626569161	2.098137163	0.822183533	1.697121931	1.666574151	1.975210706	1.583064606	1.559857406	2.138090607	1.213025475	1.490526153	1.902448877	1.64508328	1.423696483	1.148155931	2.162792895	0.903381872	1.36974616	1.667664085	2.252201841	1.727274615	2.042503952	1.459285713	1.27114521	1.796969382	1.313811184	1.763640776	1.965868463	1.689016982	2.061791252	2.249753375	2.149804185	2.142727235	1.783790865	1.21980148	0	1.394362826	2.029041149	1.123197412	2.38496361	2.154674255	2.423874516	1.771800226	2.46969562	1.054168284	2.377822099	1.79082118	1.608083442	1.896398566	1.499518708	1.536793538	2.402488922	2.213003916	2.34999472	1.775086327	2.385588165	2.551176649	1.954954394	1.743540885	1.431796374	1.535037583	1.652686354	1.577401545	1.844331177	2.532086526	1.496626908	1.872782529	1.635327026	2.114289834	1.749199611	1.797589418	1.748272087	2.16336629	1.25538641	1.79633583	0	2.199828865	2.532607011	1.980274962
M196.0273T62	2.315879557	2.265178497	2.179394986	2.368368843	2.583228884	2.547788517	2.418350152	2.372257817	2.713143431	2.245391563	2.452977221	2.364198467	2.33730122	2.345962444	2.20826304	2.609733645	2.494029216	2.452124819	2.440570511	2.407948272	2.513180275	2.267227956	2.509177002	2.559471779	2.416850752	2.163731235	2.251323605	2.33774566	2.480350898	2.059037458	2.949477086	2.468790336	2.113441871	2.293724319	2.543094613	2.373077478	2.451813181	2.283652869	2.314767194	2.201369318	2.25668164	2.552128815	2.340548163	2.194305078	2.507703685	2.666532406	2.486303195	2.457968498	2.598344834	2.382518989	2.557168252	2.241040111	2.414430762	2.573388171	2.508519726	2.396232913	2.35611092	2.40059305	2.423286961	2.763789911	2.296234819	2.313514888	2.590686576	2.558612032	2.650317114	2.533436414	2.539252786	2.514541802	2.431610845	2.485152791	2.3168307	2.36503315	2.928033995	2.716209183	2.389690726	2.34055075	2.542628595	2.637926351	2.82011978	2.218553769	2.334823729	2.281878479	2.450236146	2.45849705	2.625781255	2.483866226	2.497493217	2.347283017	3.131618927	2.521005623	2.7801335	2.355009157	2.101163095	2.330583962	2.340992714	2.785101061	2.510711946	2.543130332	2.514018006	2.655913493	2.24545657	2.333862917	2.597675091	2.635978362	2.335026601	2.562990871	2.655914649	2.400169505	2.339944071	2.674408218	2.044740465	2.242550203	2.619320782	2.421495765	2.316383231	2.31948359	2.416175094	2.222733052	2.635712753	2.465610708	3.034926379	2.457114684	2.525152873	2.403549371	2.609861455	2.720917226	2.473481195	2.568207003	2.240307467	2.419498723	2.388979313	2.604629616	2.646011704	2.222325383	2.729650606	2.441033541	2.498176519	2.334667912	2.528249347	2.435727357	2.349983042	2.583560377	2.30382089	2.559287424	2.90346166	2.396583265	2.640920008	2.404092019	2.26230812	2.515275582	2.357519136	2.192317042	2.387577624	2.428328793	2.389532165	2.043242609	2.484449633	2.733481169	2.480460363	2.362444548	2.242295388	2.356844494	2.140939873	2.384326046	2.768699009	2.872128417	2.333666286	2.481953399	2.374218322	2.606239252	2.33900586	2.366766212	2.449529214	2.263782742	2.533872172	2.469120424	2.468907157	2.703407905	2.717150384	2.49408229
M196.0542T297	1.85380966	2.611545208	2.644530596	2.684962132	2.656889644	3.029208183	2.81979818	2.602081001	3.125610602	3.367576962	3.104070033	2.585320622	2.913630426	2.736469888	2.702010036	3.502993213	2.771894506	1.888558575	3.11416848	3.052414146	2.669246588	3.218177353	3.24197141	2.440811444	3.077407667	3.015423398	2.332283798	2.515637618	2.576913578	3.00384274	3.662126786	3.104263418	2.489870816	2.402698167	2.695203235	3.044392346	2.196836572	3.018730311	2.795557114	2.918035469	3.012796512	3.058979234	2.87551693	2.955245896	3.001137931	2.8446119	2.360914586	2.798612919	2.907718746	3.096862373	2.819397087	2.737978197	2.993804882	3.386303511	2.990685104	3.114898223	2.638698203	2.809315321	3.014685956	3.256393992	3.01242563	3.238921041	2.899512157	2.442585427	1.979863118	2.846418196	3.196342477	3.205083715	2.970236127	3.494827338	3.19261862	2.400165526	3.176459717	3.039936538	2.734795795	2.404627884	3.30803911	3.174848223	3.078120104	1.232620423	2.834641947	3.198781623	2.53684829	3.116469154	1.885050673	3.067683551	2.752964195	2.771618059	3.460106424	3.152748315	1.988030569	2.429514046	2.783896402	3.425057844	1.909923555	3.202616907	3.127464718	3.309663524	3.029519052	3.473266566	3.245381681	1.964041226	2.759964297	3.295497441	2.609499002	2.685272205	3.245429507	3.22904847	3.073137344	3.418344889	2.981142209	2.961471321	3.259104698	3.023521706	2.96630394	2.668768775	3.208737311	2.585276947	3.072024902	3.273111764	2.544473254	1.152407035	3.007799044	3.076089289	2.842886207	2.909569074	2.96887596	3.379212572	3.484210062	2.527738884	3.147669499	2.122751091	3.192982581	2.067203686	3.573941701	1.745299606	3.283152764	2.854872533	3.228827576	3.029219866	3.397791011	2.589333118	3.522716854	2.980428985	3.441503983	2.875788976	3.627526611	3.264807873	2.652469891	3.083479802	2.055558362	3.043682568	3.213188121	3.066165779	3.200067723	2.318517796	2.572441771	3.438117387	2.706458127	2.822554359	1.051421018	2.95761654	2.618172645	2.342925039	2.976694605	3.257528161	2.922984772	1.670023003	2.654168806	2.025450985	3.202431408	2.373736061	1.735897824	2.547768764	3.193604554	2.849135529	3.140435046	3.181700967	3.077547263	2.737457207
M196.0532T56	2.207162204	2.520500558	2.11940108	2.69603392	2.578937811	2.261811638	1.833764869	2.208100006	1.812025002	2.319022408	2.420565323	2.070273763	1.89174476	2.40325673	2.237536905	2.279607384	2.328671159	2.222804362	2.400638297	2.430666794	2.657044525	2.106255384	2.279955938	2.516808314	2.139585515	2.186755552	1.860536932	2.265935735	2.198920878	2.081313577	2.808858774	2.380928684	1.949944971	2.389650574	1.930610476	2.182454705	2.873502452	2.518162856	1.496740938	2.255382781	2.295552565	2.409358379	2.176206631	1.976290082	2.489262102	2.73067785	2.2574542	2.254268967	2.829761661	2.227127813	2.428506742	2.157305613	2.495926474	2.447527646	2.098228055	2.432117633	1.752329784	2.198391609	2.1455553	2.390128527	2.029210996	2.14804586	2.537299639	2.325259732	2.429757067	2.31921137	2.382363614	2.202259323	2.109091787	2.600516615	2.32638141	2.259507558	2.58290996	2.334890227	1.61562647	2.242249577	2.507456776	1.962471596	2.41032254	1.637311317	1.984144672	2.073900096	2.073228629	2.497376587	2.588617608	2.385595844	2.079627048	2.312300928	2.411986557	2.286354869	2.669895537	2.558703921	2.498969588	2.115079307	2.260050707	2.505276408	2.453409037	2.478308101	2.915548647	2.896401908	2.41266673	2.354672042	2.454026724	1.369035477	2.190748444	2.074290363	2.441998511	1.941344314	2.298709791	2.216285354	1.589874522	1.64410205	2.611204804	2.411998086	2.016640573	2.013391711	2.449560342	1.946460772	2.708432508	2.04341561	2.725815233	2.069877869	2.32991848	2.339484969	2.495651039	2.176696975	2.078238654	2.332704122	2.063082717	2.446920925	2.497632866	2.609886502	2.795783608	2.39220501	2.676092631	2.478518411	2.459195946	2.371963635	2.407949948	2.123142717	2.45821771	2.448516713	2.30977907	2.387804318	2.907206889	2.060945901	2.790018893	2.366789925	2.279033172	2.56514451	2.264364885	1.915974988	2.645917623	2.270622628	2.134662866	1.999496725	2.527261883	2.565792384	2.507281411	2.211995984	2.203763745	2.171627594	2.1060423	2.172973408	2.500158345	2.567588351	2.078018705	1.709808403	1.885216389	2.037734092	2.074922095	2.137034269	2.078864648	2.14000653	2.591324141	2.401081472	2.084736555	2.634833962	2.602997665	2.554752466
M196.0612T400	0.73482659	1.020301212	1.876635631	1.131485087	0.860701858	1.525871168	0	1.492974686	2.289058249	1.263284553	0	0	1.460683484	2.051453533	0.826531773	1.992891634	0.937117004	1.121611739	1.898289854	2.042762316	0.885279202	0.660165119	2.106665741	1.274301379	2.250510414	1.21177231	1.648752254	0	1.792692311	1.894215372	1.543641909	1.253874729	0	1.629985034	1.460559341	2.029319142	0	1.796339185	0	0.683219675	1.40225587	0	1.181730083	0.895243179	1.872997571	0	0	0	0	1.340097373	1.573343353	1.00608988	1.669632455	2.437309806	1.615125337	1.696964264	1.821514751	1.617543817	1.888503691	1.954430278	0.996854205	1.422461113	1.304293815	1.378186635	2.097729309	1.704437998	1.693668451	2.620409777	2.027560838	2.106000912	2.211008761	2.084475028	1.764994543	2.34539663	1.885581649	1.822613523	2.088423455	1.86412403	0	1.497722436	1.9575713	1.139754633	1.430601241	1.794716029	0	0	1.991563706	1.804708963	2.227835891	1.445959895	1.381434499	1.221926718	1.242769349	1.327399033	1.847760815	1.195220372	0	1.779053167	0	1.948754177	0.980264547	1.163719575	1.047950724	1.583244849	1.459612059	2.190982967	1.827519387	2.214277029	1.610305494	1.505075421	2.043040225	2.021890995	1.902724553	1.725602323	2.094860513	1.899199903	1.024938447	0	1.618764634	0.928359	1.811793702	0	0	2.234354795	1.929808265	1.64465022	1.763498731	1.932503187	2.57351013	1.405157064	2.295635708	1.231857247	1.444571518	1.138162143	2.000471848	2.217261661	1.506020193	1.613136931	1.81765512	0	2.333025915	1.94300369	2.088971355	1.58210078	1.849181967	2.104494386	2.328451307	1.770663459	1.571349482	0	1.546228633	2.049214335	1.782174541	2.037936201	2.304967106	1.630685652	1.048200368	2.489062801	0	0.707737166	1.387247921	1.36817318	1.353128047	1.507138562	1.188902146	1.268049115	1.338238174	1.015883143	1.274033359	1.28663045	1.886850354	1.680174985	1.270443864	0	1.782121396	0	0	1.231271123	0	1.416424354
M196.0726T60	1.377496503	1.436893251	1.873006092	1.538664704	1.555335917	1.71039358	1.845258709	1.759045294	1.622118925	1.202402451	0.988799726	1.667975955	2.111422808	1.628254977	1.86206608	2.449603518	1.88398233	1.780753671	1.910190398	2.009626662	1.61512604	2.074959177	1.798101021	1.397158337	1.723807136	2.005056506	2.06001184	1.632677141	1.883384587	1.046809877	2.436658398	1.934395786	1.445783556	1.694984049	2.019251125	1.704518944	1.65029678	1.662557577	1.34694536	1.717447742	1.524461085	1.553067576	1.747435975	1.515495501	1.940530738	1.552494783	1.602793483	2.017185824	1.51778083	1.413132935	1.769954707	1.630115803	1.642418057	2.576505099	1.527847498	1.784839745	1.987859695	2.056698801	1.557418312	2.404426611	1.839226884	2.015536742	1.651107768	1.764812228	2.039825489	2.049419237	1.678462688	1.577188539	1.826779011	2.042087125	2.119407113	1.984321894	1.959215625	1.841113266	1.715569745	1.485489042	1.805679979	1.907317999	1.856854783	2.038296154	1.725500966	1.992066709	1.662818013	1.902506397	2.111387037	1.731264743	1.576360426	1.985173279	1.981190955	1.631343976	1.526294604	2.096751917	2.30810965	1.798610711	2.549780529	1.84294298	1.867063119	1.783815222	1.683283393	1.809067929	2.082773723	1.959522028	2.408803734	2.05318115	2.010878096	1.597850004	1.688232588	1.643360391	1.886254793	1.720623896	2.095439468	1.782133779	1.827460981	1.664083603	1.867422131	1.729467863	1.626686331	1.822818353	1.877619549	1.721713757	1.974356472	2.104613153	1.693292244	1.638963405	1.761179602	1.657888166	1.622555466	1.635234152	1.696712859	1.693999246	2.105746206	1.725546092	1.947306595	1.948771336	1.737132968	2.504009398	2.00318194	2.097957439	1.897881021	1.790994918	1.081596528	1.818134434	0	1.971800892	1.811940725	1.626511575	2.009061997	1.888067328	1.94037898	2.392009835	2.071799208	1.987822533	2.175636304	1.781256279	1.969064935	1.882788046	1.759220695	1.416072674	2.171773179	1.926826335	2.00935965	2.158194287	1.663474926	1.712692155	1.758643878	1.926531771	1.902915422	1.599518972	1.868498762	1.262126932	1.696448408	1.742820071	2.014801639	1.801795109	1.74828613	1.809956641	1.909194998	1.687348309	1.485493856	1.544364687
M196.9222T67	2.852549562	3.27789181	2.720846152	3.358281591	2.80335857	2.334100228	2.766290908	2.93138132	2.680476192	3.365645915	3.567593146	3.190262571	2.836595353	3.083307762	2.457437836	2.246426379	2.831631889	2.370582879	3.232733887	1.528023591	3.04151649	2.819365783	2.841830248	3.11601329	2.407978204	2.576665285	2.67342753	3.1191863	2.515604728	3.05064943	2.663792802	2.632957264	2.962547431	2.066782022	2.828755434	2.64307018	3.331253801	2.762713365	2.972566954	2.916276893	3.001632218	2.718770422	2.849653775	2.888361936	2.374797068	3.079497124	1.946154991	2.551576816	3.9431031	2.657372373	2.779218971	2.992381521	2.223746011	2.255413381	2.73236916	2.768478942	1.966149716	2.796460147	3.086675167	3.242993707	2.620393276	2.372791409	3.094807941	3.062941789	2.810809122	2.837991023	2.691721099	2.82065334	2.853438366	2.50275985	2.761488032	2.739822777	3.061051268	2.696546176	2.584371975	2.789369836	3.267532672	2.923204285	3.028864549	2.841191461	2.653907267	2.912014012	2.705382082	2.502817281	3.542630763	2.633077431	1.309160863	2.804066684	3.195914926	2.884002516	3.907111657	3.217757561	2.904832848	2.610542637	2.666747973	2.865219526	2.638560089	3.294971214	3.106524701	3.267362905	2.456954157	2.864250808	3.426349819	1.60473898	2.714934907	2.597333116	3.124652833	2.77853018	2.608034937	3.062839125	2.697609169	2.059764064	2.768128596	2.801308015	2.176041808	2.499298163	3.465838138	2.511859814	2.657095379	2.719688928	3.124212915	2.672375186	3.188399285	2.658051133	2.446059992	2.788349317	2.506484845	2.749051519	3.008044296	2.727993061	3.207595722	3.24333411	3.111183028	3.2388884	3.187634118	2.449847874	2.397048709	2.585269884	2.979597509	2.720337349	3.238651015	3.07375279	3.726501399	2.870459331	3.787019818	2.646500091	3.478229725	2.825669624	2.743885685	2.935373339	2.714244389	2.697599617	3.389486418	3.337772191	3.197537159	2.844891239	3.477123646	3.809824962	3.489882071	2.911995822	2.573833194	2.688709109	2.593241038	2.763592244	2.748911513	3.441147504	2.54368538	2.927328038	2.618193284	3.076420734	2.771265189	2.837806327	2.517165523	3.101877335	2.581769512	2.728723416	2.610596044	3.237858095	3.500417629	2.193855271
